Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,TenureGroup,DistanceGroup,CareerStage,RoleStabilityGroup,PromotionDelayGroup,IncomeGroup,EducationLevel,StockOption,JobLevelGroup,SatisfactionLevel,PerformanceRatingLevel,EnvironmentSatisfactionLevel,JobInvolvementLevel,RelationshipSatisfactionLevel,WorkLifeBalanceLevel
26,Yes,Travel_Rarely,950,Sales,4,Marketing,1,401,Male,48,Sales Executive,Single,5828,8450,1,Y,Yes,12,80,8,0,8,7,7,4,1,26-35,6-10,0-5,Mid career,4-7,5+ years,Medium,High,No Options,Junior Level,High,Medium-High,High,Medium-Low,Medium-Low,Medium-High
37,No,Travel_Frequently,889,Research & Development,9,Medical,1,403,Male,53,Research Scientist,Married,2326,11411,1,Y,Yes,12,80,4,3,4,2,1,2,0,36-45,4-5,6-10,Early career,2-3,1-2 years,Low,Medium,High,Entry Level,High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-Low
42,No,Travel_Frequently,555,Sales,26,Marketing,1,404,Female,77,Sales Executive,Married,13525,14864,5,Y,No,14,80,23,2,20,4,4,8,0,36-45,10+,21-30,Late career,4-7,3-5 years,VeryHigh,Medium,Low,Senior Level,Medium-Low,Medium-High,Medium-High,Medium-High,High,High
18,Yes,Travel_Rarely,230,Research & Development,3,Life Sciences,1,405,Male,54,Laboratory Technician,Single,1420,25233,1,Y,No,13,80,0,2,0,0,0,0,1,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
35,No,Travel_Rarely,1232,Sales,16,Marketing,1,406,Male,96,Sales Executive,Married,8020,5100,0,Y,No,15,80,12,3,11,9,6,9,0,26-35,10+,11-20,Experienced,8+,5+ years,High,Medium,Medium,Mid Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
36,No,Travel_Frequently,566,Research & Development,18,Life Sciences,1,407,Male,81,Laboratory Technician,Married,3688,7122,4,Y,No,18,80,4,2,1,0,0,0,0,36-45,0-1,11-20,Early career,0-1,Promoted this year,Medium,High,Medium,Entry Level,High,Medium-High,Medium-High,High,High,Medium-High
51,No,Travel_Rarely,1302,Research & Development,2,Medical,1,408,Male,84,Manufacturing Director,Divorced,5482,16321,5,Y,No,18,80,13,3,4,1,1,2,0,46-55,4-5,0-5,Experienced,0-1,1-2 years,Medium,Medium,Low,Junior Level,Medium-Low,Medium-High,High,Low,High,Medium-High
41,No,Travel_Rarely,334,Sales,2,Life Sciences,1,410,Male,88,Manager,Single,16015,15896,1,Y,No,19,80,22,2,22,10,0,4,0,36-45,10+,0-5,Late career,8+,Promoted this year,VeryHigh,High,No Options,Senior Level,Medium-Low,Medium-High,High,Medium-High,Medium-Low,Medium-High
18,No,Travel_Rarely,812,Sales,10,Medical,1,411,Female,69,Sales Representative,Single,1200,9724,1,Y,No,12,80,0,2,0,0,0,0,0,18-25,0-1,6-10,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,High,Medium-Low,Low,Medium-High
28,No,Travel_Rarely,1476,Research & Development,16,Medical,1,412,Male,68,Healthcare Representative,Single,5661,4824,0,Y,No,19,80,9,2,8,3,0,7,0,26-35,6-10,11-20,Mid career,2-3,Promoted this year,Medium,Low,No Options,Junior Level,Low,Medium-High,Medium-Low,High,Medium-High,Medium-High
31,No,Travel_Rarely,218,Sales,7,Technical Degree,1,416,Male,100,Sales Executive,Married,6929,12241,4,Y,No,11,80,10,3,8,7,7,7,0,26-35,6-10,6-10,Mid career,4-7,5+ years,High,Medium,Low,Junior Level,High,Medium-High,Medium-Low,High,Medium-Low,Medium-Low
39,No,Travel_Rarely,1132,Research & Development,1,Medical,1,417,Male,48,Healthcare Representative,Divorced,9613,10942,0,Y,No,17,80,19,5,18,10,3,7,0,36-45,10+,0-5,Experienced,8+,3-5 years,High,Medium,High,Mid Level,High,Medium-High,Medium-High,High,Low,Medium-Low
36,No,Non-Travel,1105,Research & Development,24,Life Sciences,1,419,Female,47,Laboratory Technician,Married,5674,6927,7,Y,No,15,80,11,3,9,8,0,8,0,36-45,6-10,21-30,Experienced,8+,Promoted this year,Medium,High,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
32,No,Travel_Rarely,906,Sales,7,Life Sciences,1,420,Male,91,Sales Executive,Married,5484,16985,1,Y,No,14,80,13,3,13,8,4,8,0,26-35,10+,6-10,Experienced,8+,3-5 years,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,Medium-Low
38,No,Travel_Rarely,849,Research & Development,25,Life Sciences,1,421,Female,81,Research Director,Married,12061,26707,3,Y,No,17,80,19,2,10,8,0,1,0,36-45,6-10,21-30,Experienced,8+,Promoted this year,VeryHigh,Low,Low,Mid Level,Medium-Low,Medium-High,Low,Medium-Low,Medium-High,Medium-High
58,No,Non-Travel,390,Research & Development,1,Life Sciences,1,422,Male,32,Healthcare Representative,Divorced,5660,17056,2,Y,Yes,13,80,12,2,5,3,1,2,0,56-65,4-5,0-5,Experienced,2-3,1-2 years,Medium,High,Low,Junior Level,Medium-High,Medium-High,High,Low,High,Medium-High
31,No,Travel_Rarely,691,Research & Development,5,Technical Degree,1,423,Male,86,Research Scientist,Married,4821,10077,0,Y,Yes,12,80,6,4,5,2,0,3,0,26-35,4-5,0-5,Mid career,2-3,Promoted this year,Medium,High,Low,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
31,No,Travel_Rarely,106,Human Resources,2,Human Resources,1,424,Male,62,Human Resources,Married,6410,17822,3,Y,No,12,80,9,1,2,2,1,0,0,26-35,2-3,0-5,Mid career,2-3,1-2 years,High,Medium,No Options,Junior Level,Low,Medium-High,Low,Medium-Low,High,Medium-High
45,No,Travel_Frequently,1249,Research & Development,7,Life Sciences,1,425,Male,97,Laboratory Technician,Divorced,5210,20308,1,Y,No,18,80,24,2,24,9,9,11,0,36-45,10+,6-10,Late career,8+,5+ years,Medium,Medium,Low,Mid Level,Low,Medium-High,Low,Medium-High,Low,Medium-High
31,No,Travel_Rarely,192,Research & Development,2,Life Sciences,1,426,Male,32,Research Scientist,Divorced,2695,7747,0,Y,Yes,18,80,3,2,2,2,2,2,0,26-35,2-3,0-5,Early career,2-3,1-2 years,Low,High,Low,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-Low,Low
33,No,Travel_Frequently,553,Research & Development,5,Life Sciences,1,428,Female,74,Manager,Married,11878,23364,6,Y,No,11,80,12,2,10,6,8,8,0,26-35,6-10,0-5,Experienced,4-7,5+ years,VeryHigh,High,Medium,Mid Level,Medium-Low,Medium-High,High,Medium-High,Medium-Low,Medium-High
39,No,Travel_Rarely,117,Research & Development,10,Medical,1,429,Male,99,Manager,Married,17068,5355,1,Y,Yes,14,80,21,3,21,9,11,10,0,36-45,10+,6-10,Late career,8+,5+ years,VeryHigh,Very Low,No Options,Senior Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-High
43,No,Travel_Frequently,185,Research & Development,10,Life Sciences,1,430,Female,33,Laboratory Technician,Single,2455,10675,0,Y,No,19,80,9,5,8,7,1,7,0,36-45,6-10,6-10,Mid career,4-7,1-2 years,Low,High,No Options,Entry Level,High,Medium-High,Medium-High,Medium-High,Low,Medium-High
49,No,Travel_Rarely,1091,Research & Development,1,Technical Degree,1,431,Female,90,Healthcare Representative,Single,13964,17810,7,Y,Yes,12,80,25,2,7,1,0,7,0,46-55,6-10,0-5,Late career,0-1,Promoted this year,VeryHigh,Low,No Options,Senior Level,Medium-High,Medium-High,Medium-High,Medium-Low,High,Medium-High
52,Yes,Travel_Rarely,723,Research & Development,8,Medical,1,433,Male,85,Research Scientist,Married,4941,17747,2,Y,No,15,80,11,3,8,2,7,7,1,46-55,6-10,6-10,Experienced,2-3,5+ years,Medium,High,No Options,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Low,Medium-Low
27,No,Travel_Rarely,1220,Research & Development,5,Life Sciences,1,434,Female,85,Research Scientist,Single,2478,20938,1,Y,Yes,12,80,4,2,4,3,1,2,0,26-35,4-5,0-5,Early career,2-3,1-2 years,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-Low
32,No,Travel_Rarely,588,Sales,8,Technical Degree,1,436,Female,65,Sales Executive,Married,5228,24624,1,Y,Yes,11,80,13,2,13,12,11,9,0,26-35,10+,6-10,Experienced,8+,5+ years,Medium,Low,No Options,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,High,Medium-High
27,No,Travel_Rarely,1377,Sales,2,Life Sciences,1,437,Male,74,Sales Executive,Single,4478,5242,1,Y,Yes,11,80,5,3,5,4,0,4,0,26-35,4-5,0-5,Early career,4-7,Promoted this year,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,High,Medium-High,Low,Medium-High
31,No,Travel_Rarely,691,Sales,7,Marketing,1,438,Male,73,Sales Executive,Divorced,7547,7143,4,Y,No,12,80,13,3,7,7,1,7,0,26-35,6-10,6-10,Experienced,4-7,1-2 years,High,Medium,High,Junior Level,High,Medium-High,High,Medium-High,High,Medium-High
32,No,Travel_Rarely,1018,Research & Development,2,Medical,1,439,Female,74,Research Scientist,Single,5055,10557,7,Y,No,16,80,10,0,7,7,0,7,0,26-35,6-10,0-5,Mid career,4-7,Promoted this year,Medium,High,No Options,Junior Level,High,Medium-High,Low,High,Medium-High,Medium-Low
28,Yes,Travel_Rarely,1157,Research & Development,2,Medical,1,440,Male,84,Research Scientist,Married,3464,24737,5,Y,Yes,13,80,5,4,3,2,2,2,1,26-35,2-3,0-5,Early career,2-3,1-2 years,Medium,High,No Options,Entry Level,High,Medium-High,Low,Low,High,Medium-Low
30,No,Travel_Rarely,1275,Research & Development,28,Medical,1,441,Female,64,Research Scientist,Married,5775,11934,1,Y,No,13,80,11,2,10,8,1,9,0,26-35,6-10,21-30,Experienced,8+,1-2 years,Medium,Low,Medium,Junior Level,High,Medium-High,High,Medium-High,High,Medium-High
31,No,Travel_Frequently,798,Research & Development,7,Life Sciences,1,442,Female,48,Manufacturing Director,Married,8943,14034,1,Y,No,24,80,10,2,10,9,8,9,0,26-35,6-10,6-10,Mid career,8+,5+ years,High,Low,Low,Mid Level,Medium-High,High,Medium-High,Medium-Low,Low,Medium-High
39,No,Travel_Frequently,672,Research & Development,7,Medical,1,444,Male,54,Manager,Married,19272,21141,1,Y,No,15,80,21,2,21,9,13,3,0,36-45,10+,6-10,Late career,8+,5+ years,VeryHigh,Low,Low,Executive Level,High,Medium-High,Medium-High,Medium-Low,Low,Medium-High
39,Yes,Travel_Rarely,1162,Sales,3,Medical,1,445,Female,41,Sales Executive,Married,5238,17778,4,Y,Yes,18,80,12,3,1,0,0,0,1,36-45,0-1,0-5,Experienced,0-1,Promoted this year,Medium,Low,No Options,Junior Level,Medium-High,Medium-High,High,Medium-High,Low,Medium-Low
33,No,Travel_Frequently,508,Sales,10,Marketing,1,446,Male,46,Sales Executive,Single,4682,4317,3,Y,No,14,80,9,6,7,7,0,1,0,26-35,6-10,6-10,Mid career,4-7,Promoted this year,Medium,Medium,No Options,Junior Level,High,Medium-High,Medium-Low,Medium-Low,Medium-High,Medium-Low
47,No,Travel_Rarely,1482,Research & Development,5,Life Sciences,1,447,Male,42,Research Director,Married,18300,16375,4,Y,No,11,80,21,2,3,2,1,1,0,46-55,2-3,0-5,Late career,2-3,1-2 years,VeryHigh,Very High,Low,Executive Level,Medium-High,Medium-High,High,Medium-High,Medium-Low,Medium-High
43,No,Travel_Frequently,559,Research & Development,10,Life Sciences,1,448,Female,82,Laboratory Technician,Divorced,5257,6227,1,Y,No,11,80,9,3,9,7,0,0,0,36-45,6-10,6-10,Mid career,4-7,Promoted this year,Medium,High,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-Low,High
27,No,Non-Travel,210,Sales,1,Marketing,1,449,Male,73,Sales Executive,Married,6349,22107,0,Y,Yes,13,80,6,0,5,4,1,4,0,26-35,4-5,0-5,Mid career,4-7,1-2 years,High,Very Low,Low,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-High,High,Medium-High
54,No,Travel_Frequently,928,Research & Development,20,Life Sciences,1,450,Female,31,Research Scientist,Single,4869,16885,3,Y,No,12,80,20,4,4,3,0,3,0,46-55,4-5,11-20,Experienced,2-3,Promoted this year,Medium,High,No Options,Junior Level,Medium-High,Medium-High,High,Medium-High,High,Medium-Low
43,No,Travel_Rarely,1001,Research & Development,7,Life Sciences,1,451,Female,43,Healthcare Representative,Married,9985,9262,8,Y,No,16,80,10,1,1,0,0,0,0,36-45,0-1,6-10,Mid career,0-1,Promoted this year,High,Medium,Low,Mid Level,Low,Medium-High,Medium-High,Medium-High,Low,Medium-Low
45,No,Travel_Rarely,549,Research & Development,8,Other,1,452,Male,75,Research Scientist,Married,3697,9278,9,Y,No,14,80,12,3,10,9,9,8,0,36-45,6-10,6-10,Experienced,8+,5+ years,Medium,High,Medium,Junior Level,High,Medium-High,High,Medium-High,Low,Medium-High
40,No,Travel_Rarely,1124,Sales,1,Medical,1,453,Male,57,Sales Executive,Married,7457,13273,2,Y,Yes,22,80,6,2,4,3,0,2,0,36-45,4-5,0-5,Mid career,2-3,Promoted this year,High,Low,High,Junior Level,High,High,Medium-Low,Low,Medium-High,Medium-Low
29,Yes,Travel_Rarely,318,Research & Development,8,Other,1,454,Male,77,Laboratory Technician,Married,2119,4759,1,Y,Yes,11,80,7,4,7,7,0,7,1,26-35,6-10,6-10,Mid career,4-7,Promoted this year,Low,High,No Options,Entry Level,Low,Medium-High,Medium-Low,Low,High,Medium-Low
29,No,Travel_Rarely,738,Research & Development,9,Other,1,455,Male,30,Laboratory Technician,Single,3983,7621,0,Y,No,17,80,4,2,3,2,2,2,0,26-35,2-3,6-10,Early career,2-3,1-2 years,Medium,Very High,No Options,Entry Level,High,Medium-High,Medium-Low,Medium-Low,Medium-High,Medium-High
30,No,Travel_Rarely,570,Sales,5,Marketing,1,456,Female,30,Sales Executive,Divorced,6118,5431,1,Y,No,13,80,10,2,10,9,1,2,0,26-35,6-10,0-5,Mid career,8+,1-2 years,High,Medium,High,Junior Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,Medium-High
27,No,Travel_Rarely,1130,Sales,8,Marketing,1,458,Female,56,Sales Executive,Married,6214,3415,1,Y,No,18,80,8,3,8,7,0,7,0,26-35,6-10,6-10,Mid career,4-7,Promoted this year,High,High,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Low,Medium-High
37,No,Travel_Rarely,1192,Research & Development,5,Medical,1,460,Male,61,Manufacturing Director,Divorced,6347,23177,7,Y,No,16,80,8,2,6,2,0,4,0,36-45,6-10,0-5,Mid career,2-3,Promoted this year,High,Low,Medium,Junior Level,High,Medium-High,High,Medium-High,Medium-High,Medium-Low
38,No,Travel_Rarely,343,Research & Development,15,Life Sciences,1,461,Male,92,Research Director,Divorced,11510,15682,0,Y,Yes,14,80,12,3,11,10,2,9,0,36-45,10+,11-20,Experienced,8+,1-2 years,VeryHigh,Low,Low,Mid Level,High,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High
31,No,Travel_Rarely,1232,Research & Development,7,Medical,1,462,Female,39,Manufacturing Director,Single,7143,25713,1,Y,Yes,14,80,11,2,11,9,4,10,0,26-35,10+,6-10,Experienced,8+,3-5 years,High,High,No Options,Mid Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
29,No,Travel_Rarely,144,Sales,10,Marketing,1,463,Female,39,Sales Executive,Divorced,8268,11866,1,Y,Yes,14,80,7,2,7,7,1,7,0,26-35,6-10,6-10,Mid career,4-7,1-2 years,High,Very Low,Medium,Junior Level,Medium-Low,Medium-High,High,Medium-Low,Low,Medium-High
35,No,Travel_Rarely,1296,Research & Development,5,Technical Degree,1,464,Male,62,Manufacturing Director,Single,8095,18264,0,Y,No,13,80,17,5,16,6,0,13,0,26-35,10+,0-5,Experienced,4-7,Promoted this year,High,High,No Options,Mid Level,Medium-Low,Medium-High,Medium-High,Medium-High,High,Medium-High
23,No,Travel_Rarely,1309,Research & Development,26,Life Sciences,1,465,Male,83,Research Scientist,Divorced,2904,16092,1,Y,No,12,80,4,2,4,2,0,2,0,18-25,4-5,21-30,Early career,2-3,Promoted this year,Low,Very Low,Medium,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
41,No,Travel_Rarely,483,Research & Development,6,Medical,1,466,Male,95,Manufacturing Director,Single,6032,10110,6,Y,Yes,15,80,8,3,5,4,1,2,0,36-45,4-5,6-10,Mid career,4-7,1-2 years,High,Medium,No Options,Junior Level,Medium-Low,Medium-High,High,Medium-Low,High,Medium-High
47,No,Travel_Frequently,1309,Sales,4,Medical,1,467,Male,99,Sales Representative,Single,2976,25751,3,Y,No,19,80,5,3,0,0,0,0,0,46-55,0-1,0-5,Early career,0-1,Promoted this year,Low,Very Low,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
42,No,Travel_Rarely,810,Research & Development,23,Life Sciences,1,468,Female,44,Research Director,Single,15992,15901,2,Y,No,14,80,16,2,1,0,0,0,0,36-45,0-1,21-30,Experienced,0-1,Promoted this year,VeryHigh,Very High,No Options,Senior Level,High,Medium-High,Low,Medium-High,Medium-Low,Medium-High
29,No,Non-Travel,746,Sales,2,Life Sciences,1,469,Male,61,Sales Executive,Married,4649,16928,1,Y,No,14,80,4,3,4,3,0,2,0,26-35,4-5,0-5,Early career,2-3,Promoted this year,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,High,Medium-High,Low,Medium-Low
42,No,Travel_Rarely,544,Human Resources,2,Technical Degree,1,470,Male,52,Human Resources,Divorced,2696,24017,0,Y,Yes,11,80,4,5,3,2,1,0,0,36-45,2-3,0-5,Early career,2-3,1-2 years,Low,Very Low,Low,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
32,No,Travel_Rarely,1062,Research & Development,2,Medical,1,471,Female,75,Laboratory Technician,Married,2370,3956,1,Y,No,13,80,8,4,8,0,0,7,0,26-35,6-10,0-5,Mid career,0-1,Promoted this year,Low,Medium,Low,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
48,No,Travel_Rarely,530,Sales,29,Medical,1,473,Female,91,Manager,Married,12504,23978,3,Y,No,21,80,15,3,0,0,0,0,0,46-55,0-1,21-30,Experienced,0-1,Promoted this year,VeryHigh,Very Low,Low,Mid Level,Medium-High,High,Low,Medium-High,Medium-Low,Low
37,No,Travel_Rarely,1319,Research & Development,6,Medical,1,474,Male,51,Research Scientist,Divorced,5974,17001,4,Y,Yes,13,80,13,2,7,7,6,7,0,36-45,6-10,6-10,Experienced,4-7,5+ years,Medium,Medium,Medium,Junior Level,Low,Medium-High,Medium-High,High,Low,Medium-High
30,No,Non-Travel,641,Sales,25,Technical Degree,1,475,Female,85,Sales Executive,Married,4736,6069,7,Y,Yes,12,80,4,2,2,2,2,2,0,26-35,2-3,21-30,Early career,2-3,1-2 years,Medium,Low,Low,Junior Level,Medium-High,Medium-High,High,Medium-High,Medium-Low,High
26,No,Travel_Rarely,933,Sales,1,Life Sciences,1,476,Male,57,Sales Executive,Married,5296,20156,1,Y,No,17,80,8,3,8,7,7,7,0,26-35,6-10,0-5,Mid career,4-7,5+ years,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High
42,No,Travel_Rarely,1332,Research & Development,2,Other,1,477,Male,98,Healthcare Representative,Single,6781,17078,3,Y,No,23,80,14,6,1,0,0,0,0,36-45,0-1,0-5,Experienced,0-1,Promoted this year,High,High,No Options,Junior Level,High,High,Low,Medium-Low,Medium-Low,Medium-High
21,Yes,Travel_Frequently,756,Sales,1,Technical Degree,1,478,Female,99,Sales Representative,Single,2174,9150,1,Y,Yes,11,80,3,3,3,2,1,2,1,18-25,2-3,0-5,Early career,2-3,1-2 years,Low,Very Low,No Options,Entry Level,Medium-Low,Medium-High,Low,Medium-Low,Medium-High,Medium-High
36,No,Non-Travel,845,Sales,1,Medical,1,479,Female,45,Sales Executive,Single,6653,15276,4,Y,No,15,80,7,6,1,0,0,0,0,36-45,0-1,0-5,Mid career,0-1,Promoted this year,High,Very High,No Options,Junior Level,High,Medium-High,High,Medium-High,Medium-Low,Medium-High
36,No,Travel_Frequently,541,Sales,3,Medical,1,481,Male,48,Sales Executive,Married,9699,7246,4,Y,No,11,80,16,2,13,9,1,12,0,36-45,10+,0-5,Experienced,8+,1-2 years,High,High,Low,Mid Level,High,Medium-High,Low,Medium-Low,Low,Medium-High
57,No,Travel_Rarely,593,Research & Development,1,Medical,1,482,Male,88,Healthcare Representative,Married,6755,2967,2,Y,No,11,80,15,2,3,2,1,2,0,56-65,2-3,0-5,Experienced,2-3,1-2 years,High,High,No Options,Junior Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-High
40,No,Travel_Rarely,1171,Research & Development,10,Life Sciences,1,483,Female,46,Laboratory Technician,Married,2213,22495,3,Y,Yes,13,80,10,3,7,7,1,7,0,36-45,6-10,6-10,Mid career,4-7,1-2 years,Low,High,Low,Entry Level,Medium-High,Medium-High,High,High,Medium-High,Medium-High
21,No,Non-Travel,895,Sales,9,Medical,1,484,Male,39,Sales Representative,Single,2610,2851,1,Y,No,24,80,3,3,3,2,2,2,0,18-25,2-3,6-10,Early career,2-3,1-2 years,Low,Low,No Options,Entry Level,High,High,Low,Medium-High,Medium-High,Medium-Low
33,Yes,Travel_Rarely,350,Sales,5,Marketing,1,485,Female,34,Sales Representative,Single,2851,9150,1,Y,Yes,13,80,1,2,1,0,0,0,1,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,High,Medium-High,Medium-Low,Medium-High
37,No,Travel_Rarely,921,Research & Development,10,Medical,1,486,Female,98,Laboratory Technician,Married,3452,17663,6,Y,No,20,80,17,3,5,4,0,3,0,36-45,4-5,6-10,Experienced,4-7,Promoted this year,Medium,Medium,Low,Entry Level,Low,High,Medium-High,Medium-High,Medium-Low,Medium-High
46,No,Non-Travel,1144,Research & Development,7,Medical,1,487,Female,30,Manufacturing Director,Married,5258,16044,2,Y,No,14,80,7,2,1,0,0,0,0,46-55,0-1,6-10,Mid career,0-1,Promoted this year,Medium,High,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,High
41,Yes,Travel_Frequently,143,Sales,4,Marketing,1,488,Male,56,Sales Executive,Single,9355,9558,1,Y,No,18,80,8,5,8,7,7,7,1,36-45,6-10,0-5,Mid career,4-7,5+ years,High,Medium,No Options,Junior Level,Medium-Low,Medium-High,Low,Medium-High,Medium-High,Medium-High
50,No,Travel_Rarely,1046,Research & Development,10,Technical Degree,1,491,Male,100,Healthcare Representative,Single,10496,2755,6,Y,No,15,80,20,2,4,3,1,3,0,46-55,4-5,6-10,Experienced,2-3,1-2 years,VeryHigh,Medium,No Options,Mid Level,High,Medium-High,High,Medium-Low,High,Medium-High
40,Yes,Travel_Rarely,575,Sales,22,Marketing,1,492,Male,68,Sales Executive,Married,6380,6110,2,Y,Yes,12,80,8,6,6,4,1,0,1,36-45,6-10,21-30,Mid career,4-7,1-2 years,High,Low,Medium,Junior Level,Medium-High,Medium-High,Medium-High,Medium-Low,Low,Medium-High
31,No,Travel_Rarely,408,Research & Development,9,Life Sciences,1,493,Male,42,Research Scientist,Single,2657,7551,0,Y,Yes,16,80,3,5,2,2,2,2,0,26-35,2-3,6-10,Early career,2-3,1-2 years,Low,High,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-Low,High,Medium-High
21,Yes,Travel_Rarely,156,Sales,12,Life Sciences,1,494,Female,90,Sales Representative,Single,2716,25422,1,Y,No,15,80,1,0,1,0,0,0,1,18-25,0-1,11-20,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,High,High,Medium-High
29,No,Travel_Rarely,1283,Research & Development,23,Life Sciences,1,495,Male,54,Research Scientist,Single,2201,18168,9,Y,No,16,80,6,4,3,2,1,2,0,26-35,2-3,21-30,Mid career,2-3,1-2 years,Low,Medium,No Options,Entry Level,High,Medium-High,High,Medium-High,High,Medium-High
35,No,Travel_Rarely,755,Research & Development,9,Life Sciences,1,496,Male,97,Healthcare Representative,Single,6540,19394,9,Y,No,19,80,10,5,1,1,0,0,0,26-35,0-1,6-10,Mid career,0-1,Promoted this year,High,High,No Options,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High
27,No,Travel_Rarely,1469,Research & Development,1,Medical,1,497,Male,82,Laboratory Technician,Divorced,3816,17881,1,Y,No,11,80,5,2,5,2,0,4,0,26-35,4-5,0-5,Early career,2-3,Promoted this year,Medium,Low,Low,Entry Level,Medium-Low,Medium-High,High,Medium-High,Medium-Low,Medium-High
28,No,Travel_Rarely,304,Sales,9,Life Sciences,1,498,Male,92,Sales Executive,Single,5253,20750,1,Y,No,16,80,7,1,7,5,0,7,0,26-35,6-10,6-10,Mid career,4-7,Promoted this year,Medium,High,No Options,Junior Level,High,Medium-High,Medium-Low,Medium-High,High,Medium-High
49,No,Travel_Rarely,1261,Research & Development,7,Other,1,499,Male,31,Healthcare Representative,Single,10965,12066,8,Y,No,24,80,26,2,5,2,0,0,0,46-55,4-5,6-10,Late career,2-3,Promoted this year,VeryHigh,Medium,No Options,Mid Level,Medium-High,High,Medium-Low,Medium-Low,Medium-High,Medium-High
51,No,Travel_Rarely,1178,Sales,14,Life Sciences,1,500,Female,87,Sales Executive,Married,4936,14862,4,Y,No,11,80,18,2,7,7,0,7,0,46-55,6-10,11-20,Experienced,4-7,Promoted this year,Medium,Low,Low,Junior Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
36,No,Travel_Rarely,329,Research & Development,2,Life Sciences,1,501,Female,96,Research Scientist,Married,2543,11868,4,Y,No,13,80,6,3,2,2,2,2,0,36-45,2-3,0-5,Mid career,2-3,1-2 years,Low,Medium,Low,Entry Level,Medium-High,Medium-High,High,Medium-High,Medium-Low,Medium-High
34,Yes,Non-Travel,1362,Sales,19,Marketing,1,502,Male,67,Sales Executive,Single,5304,4652,8,Y,Yes,13,80,9,3,5,2,0,4,1,26-35,4-5,11-20,Mid career,2-3,Promoted this year,Medium,Medium,No Options,Junior Level,High,Medium-High,Low,High,Medium-Low,Medium-Low
55,No,Travel_Rarely,1311,Research & Development,2,Life Sciences,1,505,Female,97,Manager,Single,16659,23258,2,Y,Yes,13,80,30,2,5,4,1,2,0,46-55,4-5,0-5,Late career,4-7,1-2 years,VeryHigh,Medium,No Options,Senior Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
24,No,Travel_Rarely,1371,Sales,10,Marketing,1,507,Female,77,Sales Executive,Divorced,4260,5915,1,Y,Yes,12,80,5,2,5,2,0,3,0,18-25,4-5,6-10,Early career,2-3,Promoted this year,Medium,High,Low,Junior Level,Medium-High,Medium-High,High,Medium-High,High,High
